Name,Prefix,Date Joined,Date of Last Deposit,Date of Last Query,Reference Links Live
PNRPU Publishing Office,10.15593,"Jul 07, 2014","May 04, 2016",unknown,-
Policy Studies Organization,10.18278,,"Mar 16, 2016",unknown,-
Polish Botanical Society,10.5586,"Mar 17, 2011","May 06, 2016",unknown,-
Polish Chitin Society,10.15259,"Jun 24, 2014","Nov 16, 2015","Jul 13, 2015",-
Polish Geological Institute,10.7306,"Apr 17, 2012","Apr 08, 2016",unknown,-
Polish Hyperbaric Medicine and Technology Society,10.13006,"May 02, 2013","Mar 22, 2015",unknown,-
Polish Information Processing Society,10.15439,"Jun 17, 2014",unknown,unknown,-
Polish Mathematical Society,10.14708,"Jan 02, 2014","Jan 15, 2016",unknown,-
Polish Society for Magnesium Research,10.5601,"Mar 23, 2011","Dec 21, 2015",unknown,-
Polish Society of Child Neurologists,10.20966,,"Apr 26, 2016",unknown,-
Polish Society of Theoretical and Applied Mechanics,10.15632,,"Jan 25, 2016",unknown,-
Polish Urological Association,10.5173,"Apr 19, 2010","Feb 27, 2016",unknown,-
"Polska Akademia Nauk Instytut Paleobiologii Institute of Paleobiology, Polish Academy of Sciences)",10.4202,"May 11, 2009","May 10, 2016",unknown,Yes
Polskie Naukowo-Techniczne Towarzystwo Eksploatacyjne,10.17531,,"Dec 19, 2015",unknown,-
Polskie Towarzystwo Biochemiczne (Polish Biochemical Society),10.18388,,"Apr 28, 2016",unknown,-
Polskie Towarzystwo Geologiczne - Polish Geological Society,10.14241,"Jul 30, 2013","Apr 26, 2016",unknown,-
Polskie Towarzystwo Technologow Zywnosci Wydawnictwo Naukowe PTTZ,10.15193,"Feb 27, 2014","Jan 16, 2016","Nov 23, 2015",-
Pomorski Uniwersytet Medyczny w Szczecinie,10.21164,,unknown,unknown,-
Ponte Academic Journal,10.21506,,"May 12, 2016","May 09, 2016",-
Pontifica Universidad Catolica de Valparaiso,10.4151,"May 31, 2005","Jan 27, 2016",unknown,Yes
Pontifica Universidade Catolica de Goias -PUC Goias,10.18224,,"Oct 15, 2015",unknown,-
Pontifica Universidade Catolica de Sao Paulo,10.19143,,"Jan 26, 2016",unknown,-
Pontifical Universtiy of John Paul II in Krakow,10.15633,,"Apr 20, 2016","Feb 04, 2016",-
Pontificia Universidad Catolica de Chile,10.7764,"Aug 09, 2012","May 10, 2016",unknown,-
Pontificia Universidad Catolica de Valparaiso,10.2225,"May 31, 2005","Nov 24, 2013",unknown,Yes
Pontificia Universidad Catolica de Valparaiso,10.3856,"May 31, 2005","Mar 30, 2016",unknown,Yes
Pontificia Universidad Catolica de Valparaiso,10.5027,"May 31, 2005","Jan 25, 2016",unknown,Yes
Pontificia Universidad Catolica de Valparaiso,10.2225,"May 31, 2005","Nov 24, 2013",unknown,Yes
Pontificia Universidad Catolica de Valparaiso,10.3856,"May 31, 2005","Mar 30, 2016",unknown,Yes
Pontificia Universidad Catolica de Valparaiso,10.5027,"May 31, 2005","Jan 25, 2016",unknown,Yes
Pontificia Universidad Catolica de Valparaiso,10.2225,"May 31, 2005","Nov 24, 2013",unknown,Yes
Pontificia Universidad Catolica de Valparaiso,10.3856,"May 31, 2005","Mar 30, 2016",unknown,Yes
Pontificia Universidad Catolica de Valparaiso,10.5027,"May 31, 2005","Jan 25, 2016",unknown,Yes
Pontificia Universidade Catolica de Minas Gerais,10.5752,"Jun 15, 2011","May 09, 2016",unknown,-
Pontificia Universidade Catolica do Parana - PUCPR,10.7213,"Mar 12, 2012","Apr 05, 2016",unknown,-
Portico,10.3730,"Jan 09, 2006","Dec 03, 2015","Mar 18, 2016",-
Portland Press,10.1042,"Jul 01, 2000","May 11, 2016","Oct 05, 2015",Yes
Portland State University Library,10.15760,,"Sep 22, 2015","Jun 08, 2015",-
Portuguese Association of Nutritionists,10.21011,,"Mar 03, 2016",unknown,-
Portuguese Journal of Mental Health Nursing,10.19131,,"Mar 01, 2016","Dec 28, 2015",-
Portuguese Society of Electrochemistry,10.4152,"Mar 10, 2009","May 03, 2016",unknown,-
"Portularia, Revista de Trabajo Social",10.5218,"May 17, 2010",unknown,unknown,-
Postdoc Journal,10.14304,"Sep 04, 2013","Mar 19, 2016",unknown,-
Poultry Science Association,10.3382,"Jul 20, 2000","May 11, 2016",unknown,Yes
Povolzhskaya State Academy of Physical Culture of Sports and Tourism,10.14526,"Nov 26, 2013","Mar 28, 2016",unknown,-
Pozhnauka Publishing House,10.18322,,"Apr 29, 2016",unknown,-
Poznan University of Economics,10.18559,,"Feb 29, 2016",unknown,-
Poznan University of Medical Sciences,10.20883,,"Apr 18, 2016","Apr 18, 2016",-
Poznan University of Technology,10.21008,,unknown,unknown,-
Practical Action Publishing,10.3362,"Jul 27, 2007","May 09, 2016","May 10, 2016",Yes
Practical Medicine Publishing House,10.21320,,"Apr 14, 2016",unknown,-
Prague Development Center,10.15208,"Feb 24, 2014","Dec 15, 2015",unknown,-
"Praise Worthy Prize, s.r.l.",10.15866,,"Apr 20, 2016",unknown,-
Pravni Fakultet Sveucilista u Zagrebu - Law School of the University of Zagreb,10.3935,"Jul 01, 2008",unknown,unknown,Yes
Precast/Prestressed Concrete Institute,10.15554,"Jul 07, 2014","Mar 11, 2016",unknown,-
"Preschool Teacher Training College, Vrsac, Serbia",10.17810,,"Dec 26, 2015",unknown,-
Press of International Journal of Ophthalmology (IJO Press),10.18240,,"Feb 04, 2016",unknown,-
Pressacademia,10.17261,,"May 01, 2016",unknown,-
Primakov Institute of World Economy and International Relations,10.20542,,unknown,unknown,-
Primary Care Respiratory Society UK,10.4104,"Jan 27, 2009","Mar 27, 2015","Mar 18, 2014",Yes
Primate Society of Japan,10.2354,"Nov 01, 2005","Jan 29, 2016",unknown,Yes
Princeton Theological Seminary Library,10.3754,"Dec 04, 2007",unknown,unknown,-
Private Company Technology Center,10.15587,"Jul 01, 2014","Mar 04, 2016",unknown,-
"Private Enterprise, Politehperiodika",10.15222,"Mar 03, 2014","Apr 03, 2016",unknown,-
"Private Enterprise, Vladislav Ivanov",10.18411,,"May 11, 2016",unknown,-
Pro Ciencia Periodicos Cientificos,10.17784,,"Apr 09, 2016",unknown,-
Pro Pharma Communications International,10.5639,"Mar 17, 2011","Jun 19, 2015",unknown,-
Problemata: International Journal of Philosophy,10.7443,"Apr 04, 2012","Oct 15, 2015",unknown,-
Problemata: International Journal of Philosophy,10.15440,"Apr 04, 2012","Jul 12, 2015",unknown,-
Problemata: International Journal of Philosophy,10.7443,"Apr 04, 2012","Oct 15, 2015",unknown,-
Problemata: International Journal of Philosophy,10.15440,"Apr 04, 2012","Jul 12, 2015",unknown,-
Proceedings of Science Open Reviewed,10.13163,"Jul 11, 2013",unknown,unknown,-
Proceedings of the Asia-Pacific Advanced Network,10.7125,"Dec 21, 2011","Dec 30, 2015",unknown,-
Proceedings of the National Academy of Sciences,10.1073,"Jul 01, 2000","May 12, 2016","Oct 05, 2015",Yes
"Procon, Ltd.",10.11610,"Dec 12, 2012","Mar 02, 2016",unknown,-
"Production Engineering Institute (PEI), Faculty of Mechanical Engineering",10.14743,"Jan 21, 2014","Feb 06, 2016",unknown,-
Prof. Marin Drinov Academic Publishing House,10.7546,"May 03, 2012","May 28, 2015",unknown,-
Professional Association of Social Workers of Madrid,10.12960,"Apr 10, 2013","Apr 29, 2015",unknown,-
Program Pascasarjana Universitas Jenderal Soedirman,10.20884,,"Apr 26, 2016",unknown,-
Programa de Pos Graduacao em Administracao da UFF/VR,10.20401,,"Feb 15, 2016",unknown,-
Programa de Pos Graduacao em Arquitetura e Urbanismo,10.4237,"Jun 02, 2009","Jul 03, 2015","Mar 25, 2014",-
Programa de Pos Graduacao em Direito da PUC-Rio,10.17808,,"Feb 23, 2016",unknown,-
Programa de Pos-Graduacao em Arquitetura e Urbanismo - Univ. de Brasilia,10.18830,,"Dec 15, 2015",unknown,-
Programa de Pos-graduacao em Ciencias Contabeis da UFRJ,10.21446,,unknown,unknown,-
Programa de Pos-Graduacao em Ciencias da Linguagem - PPGCL/UNIVAS,10.20337,,"Mar 24, 2016",unknown,-
Progress in Geography,10.18306,,"Apr 07, 2016",unknown,-
Progress IPS,10.7813,"Aug 01, 2012","Feb 24, 2016",unknown,-
Progressive Science Publications,10.15192,"Feb 19, 2014","Apr 26, 2016",unknown,-
Project Euclid,10.3792,"Mar 01, 2002","Apr 28, 2016","Oct 05, 2015",Yes
Project Hope,10.1377,"May 01, 2003","May 09, 2016","Oct 05, 2015",Yes
Prompt Scientific Publishing,10.17952,,"Aug 21, 2015",unknown,-
PROQURAT Andrzej Prokurat,10.18544,,"Jan 20, 2016",unknown,-
Protein Data Bank,10.2210,,"May 10, 2016","Oct 05, 2015",-
Protein Structure Initiative Structural Genomic Knowledgebase Rutgers,10.3942,"Jul 09, 2008","Jun 18, 2015",unknown,-
Proteomass,10.5584,"Mar 28, 2011","Apr 09, 2016",unknown,-
Proteopedia,10.14576,"Nov 26, 2013","Dec 01, 2013",unknown,-
Psion Journal,10.5245,"Jun 07, 2010",unknown,unknown,-
Psychologia Society,10.2117,"Oct 03, 2004","Sep 10, 2015",unknown,Yes
Psychological Association of Culture and Social Issues,10.20406,,"Mar 21, 2016",unknown,-
Psychology and Neuroscience,10.3922,"Jun 19, 2008","Apr 13, 2015",unknown,-
"Psychomusicology: Music, Mind and Brain",10.5084,"Jul 01, 2000",unknown,unknown,Yes
Public Health Research Foundation,10.5058,"Jan 28, 2010","Jan 15, 2016",unknown,Yes
Public Library of Science,10.1371,"Apr 01, 2003","May 11, 2016","Oct 05, 2015",Yes
Publicacaoes Avulsas em Conservacao de Ecossistemas,10.18029,,"Jun 05, 2015",unknown,-
Publicaciones DYNA,10.6036,"Nov 29, 2011","May 10, 2016",unknown,-
Publicaciones Universidad de Alicante,10.14198,"Jul 15, 2013","May 11, 2016",unknown,-
Publications Office of the European Union,10.2870,"Dec 03, 2012","Feb 19, 2015","Apr 21, 2016",-
Publications Office of the European Union,10.2902,"Dec 03, 2012","Apr 21, 2016","Apr 21, 2016",-
Publications Office of the European Union,10.2901,"Dec 03, 2012",unknown,"Apr 21, 2016",-
Publications Office of the European Union,10.2903,"Dec 03, 2012","May 06, 2016","Apr 21, 2016",-
Publications Office of the European Union,10.7725,"Dec 03, 2012",unknown,"Apr 21, 2016",-
Publications Office of the European Union,10.2870,"Dec 03, 2012","Feb 19, 2015","Apr 21, 2016",-
Publications Office of the European Union,10.2902,"Dec 03, 2012","Apr 21, 2016","Apr 21, 2016",-
Publications Office of the European Union,10.2901,"Dec 03, 2012",unknown,"Apr 21, 2016",-
Publications Office of the European Union,10.2903,"Dec 03, 2012","May 06, 2016","Apr 21, 2016",-
Publications Office of the European Union,10.7725,"Dec 03, 2012",unknown,"Apr 21, 2016",-
Publications Office of the European Union,10.2870,"Dec 03, 2012","Feb 19, 2015","Apr 21, 2016",-
Publications Office of the European Union,10.2902,"Dec 03, 2012","Apr 21, 2016","Apr 21, 2016",-
Publications Office of the European Union,10.2901,"Dec 03, 2012",unknown,"Apr 21, 2016",-
Publications Office of the European Union,10.2903,"Dec 03, 2012","May 06, 2016","Apr 21, 2016",-
Publications Office of the European Union,10.7725,"Dec 03, 2012",unknown,"Apr 21, 2016",-
Publications Office of the European Union,10.2870,"Dec 03, 2012","Feb 19, 2015","Apr 21, 2016",-
Publications Office of the European Union,10.2902,"Dec 03, 2012","Apr 21, 2016","Apr 21, 2016",-
Publications Office of the European Union,10.2901,"Dec 03, 2012",unknown,"Apr 21, 2016",-
Publications Office of the European Union,10.2903,"Dec 03, 2012","May 06, 2016","Apr 21, 2016",-
Publications Office of the European Union,10.7725,"Dec 03, 2012",unknown,"Apr 21, 2016",-
Publications Office of the European Union,10.2870,"Dec 03, 2012","Feb 19, 2015","Apr 21, 2016",-
Publications Office of the European Union,10.2902,"Dec 03, 2012","Apr 21, 2016","Apr 21, 2016",-
Publications Office of the European Union,10.2901,"Dec 03, 2012",unknown,"Apr 21, 2016",-
Publications Office of the European Union,10.2903,"Dec 03, 2012","May 06, 2016","Apr 21, 2016",-
Publications Office of the European Union,10.7725,"Dec 03, 2012",unknown,"Apr 21, 2016",-
Publio Kiado,10.18395,,"Feb 25, 2016",unknown,-
Publishing Centre Naukovedenie,10.15862,,"Apr 07, 2016",unknown,-
Publishing House ABV Press,10.17650,,"May 10, 2016",unknown,-
"Publishing House for Science and Technology Vietnam, Vietnam Academy of Science and Technology",10.15625,,"May 03, 2016",unknown,-
Publishing House of Pharmaceutical Care and Research,10.5428,"Oct 26, 2010","Jan 17, 2016",unknown,-
Publishing House SB RAS,10.15372,"Jun 16, 2014","May 03, 2016",unknown,-
Publishing House Science,10.18184,,"Apr 26, 2016",unknown,-
Publishing House Technologija,10.5755,"Jun 13, 2011","May 04, 2016",unknown,-
Publishing Office TRILIST,10.18370,,"Dec 29, 2015",unknown,-
Publishing Society,10.18638,,"Apr 28, 2016",unknown,-
Publons,10.14322,"Sep 09, 2013","Apr 15, 2016",unknown,-
Purdue University (bepress),10.7771,"Feb 28, 2013","May 07, 2016",unknown,-
Purdue University Press,10.5703,"May 20, 2011","May 12, 2016",unknown,-
Pusan National University Educational Development Institute,10.21024,,"May 11, 2016",unknown,-
Pushpa Publishing House,10.17654,,"May 02, 2016",unknown,-
Pyatigorsk State Linguistic University,10.17726,,"Jul 09, 2015","Jun 16, 2015",-
Qingres Limited,10.20900,,"May 05, 2016",unknown,-
Quanta,10.12743,"Feb 13, 2013","Jan 10, 2016",unknown,-
"QUASAR, LLC",10.17709,,"Mar 28, 2016",unknown,-
Queensland Museum,10.17082,,"Jan 05, 2016",unknown,-
Queensland University of Technology,10.5204,"Jun 29, 2010","May 07, 2016","Apr 06, 2015",-
Quintessence Publishing,10.11607,"Dec 11, 2012","May 02, 2016",unknown,-
Quotus Publishing,10.15534,"Jun 09, 2014","Apr 08, 2016",unknown,-
R&D Center for Post & ICT Resources,10.17933,,"Dec 29, 2015",unknown,-
RAD Association,10.21175,,"May 10, 2016","May 10, 2016",-
Radiologia.hu Kft.,10.5374,"Sep 02, 2010","Nov 27, 2013",unknown,-
Radiological Society of North America,10.1148,"Sep 28, 2006","May 10, 2016","Mar 07, 2016",Yes
Radiology Case Reports U of Washington,10.2484,"Jan 11, 2006","Feb 17, 2016",unknown,-
Radiomatix,10.5832,"Jul 27, 2011",unknown,unknown,-
RAHIS - Revista de Administracao Hospitalar e Inovacao em Saude,10.21450,,"May 11, 2016",unknown,-
Railway Technical Research Institute,10.2219,"May 16, 2005","Mar 16, 2016",unknown,Yes
Raizes e Amidos Tropicais/Tropical Roots and Starches,10.17766,,"Oct 09, 2015",unknown,-
Rajarambapu Institute of Technology,10.16920,,"Dec 28, 2015",unknown,-
Rambam Health Care Campus,10.5041,"Dec 17, 2009","Oct 26, 2015",unknown,-
Rand Corporation,10.7249,"Mar 12, 2012","May 05, 2016",unknown,Yes
Rast Musicology Journal,10.12975,"Apr 04, 2013","May 03, 2016",unknown,-
RCN Publishing,10.7748,"Jul 10, 2012","May 11, 2016","May 09, 2016",Yes
RCVS Knowledge,10.18849,,"May 05, 2016",unknown,-
Reactome,10.3180,"Mar 05, 2007","Apr 23, 2016",unknown,-
Real Academia de Medicina y Cirugia de Andalucia Oriental,10.15568,"Jun 25, 2014","Mar 14, 2016",unknown,-
Real Economy Publishing,10.17747,,"Dec 29, 2015",unknown,-
"Real Time, Ltd.",10.21516,,unknown,unknown,-
Recent Science Publications,10.12817,"Mar 14, 2013","Mar 04, 2014",unknown,-
Recht Feur Deutschland GmbH,10.7328,"Mar 15, 2012","May 10, 2016",unknown,-
RECOM (Revista de Enfermagem do Centro Oeste Mineiro),10.19175,,unknown,unknown,-
Recreation,10.21486,,unknown,unknown,-
"Red Flower Publication Private, Ltd.",10.21088,,"May 04, 2016",unknown,-
Rede Brasileira Direito e Literatura (RDL),10.21119,,unknown,unknown,-
Rede Euroamericana de Motricidade Humana,10.4214,"May 19, 2009",unknown,unknown,-
Redfame Publishing,10.11114,"Nov 06, 2012","May 10, 2016",unknown,-
Regio,10.17355,,"Mar 18, 2016",unknown,-
Regional Euro-Asian Biological Invasions Centre Oy - REABIC,10.3391,"Sep 12, 2007","May 07, 2016",unknown,Yes
Rehabilitation Engineering And Assistive Technology Society of Korea,10.21288,,unknown,unknown,-
Religious Studies,10.15745,,unknown,unknown,-
Remedica Medical Education and Publishing,10.5275,"Jul 28, 2010",unknown,unknown,-
Remedium Privolzhie,10.21145,,"Apr 22, 2016",unknown,-
"Remedium, Ltd.",10.21518,,unknown,unknown,-
Remipe - Revista da Micro e Pequenas Empresas e Empreendedorismo,10.21574,,unknown,unknown,-
Res Philosophica,10.11612,"Dec 13, 2012","Jan 27, 2016",unknown,-
Research and Analysis Journals,10.18535,,"May 09, 2016",unknown,-
Research Foundation,10.21044,,unknown,unknown,-
Research Foundation of CFA Institute,10.2470,"Dec 02, 2005",unknown,unknown,Yes
"Research Group Innoeduca, University of Malaga",10.20548,,"Feb 01, 2016",unknown,-
Research Group on Disalination and Industrial Outfall,10.15618,"Jul 16, 2014",unknown,unknown,-
Research Information Ltd,10.1564,"Feb 03, 2004","Apr 30, 2016",unknown,Yes
"Research Institute Centerprogamsystem, JSC",10.15827,,"Mar 22, 2016",unknown,-
Research Institute for Early Childhood Education,10.15409,"May 05, 2014",unknown,unknown,-
Research Institute for Economics and Business Administration - Kobe University,10.11640,"Dec 27, 2012","May 09, 2016",unknown,-
Research Institute for Humanities,10.21582,,unknown,unknown,-
Research Institute for Knowledge Content Development & Technology,10.5865,"Aug 05, 2011","Feb 15, 2016",unknown,-
Research Institute for Life and Culture Sogang University,10.17924,,unknown,unknown,-
"Research Institute for Mathematical Sciences, Kyoto University",10.2977,"Sep 12, 2006","Apr 03, 2014","Oct 05, 2015",-
Research Institute for Science Education,10.15812,,"Dec 02, 2015",unknown,-
Research Institute for Social Science Keimyung University,10.18284,,"Jul 10, 2015",unknown,-
Research Institute of Agricultural Economics,10.7896,"Sep 25, 2012","May 03, 2016",unknown,-
Research Institute of Asian Women,10.14431,"Oct 22, 2013","Oct 14, 2015",unknown,-
"Research Institute of Brewing and Malting, Plc. (Vyzkumny Ustav Pivovarsky a Sladarsky)",10.18832,,unknown,unknown,-
"Research Institute of Education Science, Jeju National University",10.15564,"Jun 19, 2014","Jul 02, 2015",unknown,-
Research Institute of Korean Culture,10.17792,,"Mar 17, 2016",unknown,-
Research Institute of Korean Studies,10.17948,,"Dec 02, 2015",unknown,-
Research Institute of Signal Processing,10.2299,"Jun 14, 2005","Apr 05, 2016",unknown,Yes
Research Institute of Social Science,10.15820,,"Jan 03, 2016",unknown,-
Research Institute of the Finnish Economy (ETLA),10.20857,,unknown,unknown,-
Research Institute of Veterinary Medicine,10.12729,"Feb 25, 2013","Oct 23, 2015",unknown,-
Research Opinions in Animal and Veterinary Sciences,10.20490,,"Apr 21, 2016","Jan 15, 2016",-
Research Publisher Inc.,10.18281,,"Jul 05, 2015",unknown,-
Research Publishing Services,10.3850,"Apr 14, 2008","Mar 24, 2016","Nov 29, 2013",-
Research Publishing Services - Professional Engineering Publishing,10.1243,"Aug 01, 2001",unknown,"Oct 05, 2015",Yes
Research Society of Buddhism and Cultural Heritage,10.5845,"Jul 25, 2011",unknown,unknown,-
Research Square,10.21203,,unknown,unknown,-
"Research, Development and Innovation Agency, Ministry of Environment and Forestry",10.20886,,"Apr 23, 2016",unknown,-
Research-Publishing.net,10.14705,"Jan 02, 2014","Apr 30, 2016","Apr 30, 2016",-
Researcher Social Science Studies,10.18301,,"Apr 26, 2016",unknown,-
"Resilience Alliance, Inc.",10.5751,"May 26, 2011","May 11, 2016",unknown,-
Resources Science,10.18402,,"Feb 24, 2016",unknown,-
"Reunir Revista de Administracao, Contabilidade e Sustentabilidade",10.18696,,"May 02, 2016",unknown,-
Rev Rene - Revista da Rede de Enfermagem do Nordeste,10.15253,"Mar 13, 2014","May 02, 2016",unknown,-
Reversal Theory Society,10.12689,"Feb 21, 2013","Apr 16, 2016",unknown,-
Review of International Law and Politics,10.19096,,unknown,unknown,-
Review of the Faculty of Divinity of Amasya University,10.18498,,"Dec 29, 2015",unknown,-
ReVision Publishing,10.4298,"Sep 01, 2009",unknown,unknown,Yes
Revista ACTA Geografica,10.5654,"Mar 21, 2011","Mar 30, 2014",unknown,-
